Date,KS200
2021-05-03,420.36
2021-05-04,423.57
2021-05-06,426.64
2021-05-07,428.56
2021-05-10,435.63
2021-05-11,428.77
2021-05-12,421.86
2021-05-13,416.07
2021-05-14,420.17
2021-05-17,418.27
2021-05-18,423.09
2021-05-20,421.68
2021-05-21,422.08
2021-05-24,420.57
2021-05-25,424.35
2021-05-26,423.54
2021-05-27,423.0
2021-05-28,425.95
2021-05-31,427.91
2021-06-01,430.32
2021-06-02,430.15
2021-06-03,433.87
2021-06-04,432.22
2021-06-07,433.26
2021-06-08,432.88
2021-06-09,428.16
2021-06-10,429.35
2021-06-11,432.78
2021-06-14,433.22
2021-06-15,434.13
2021-06-16,436.96
2021-06-17,434.73
2021-06-18,435.02
2021-06-21,431.46
2021-06-22,434.42
2021-06-23,436.73
2021-06-24,438.38
2021-06-25,440.4
2021-06-28,439.98
2021-06-29,437.54
2021-06-30,438.84
2021-07-01,436.34
2021-07-02,436.0
2021-07-05,437.66
2021-07-06,439.5
2021-07-07,436.97
2021-07-08,432.63
2021-07-09,427.84
2021-07-12,431.28
2021-07-13,434.71
2021-07-14,433.57
2021-07-15,436.76
2021-07-16,434.82
2021-07-19,429.89
2021-07-20,428.55
2021-07-21,426.0
2021-07-22,431.38
2021-07-23,431.55
2021-07-26,427.47
2021-07-27,428.22
2021-07-28,429.15
2021-07-29,429.49
2021-07-30,423.91
2021-08-02,426.79
2021-08-03,429.98
2021-08-04,436.05
2021-08-05,434.74
2021-08-06,433.29
2021-08-09,431.65
2021-08-10,428.56
2021-08-11,424.74
2021-08-12,422.38
2021-08-13,416.06
2021-08-17,411.31
2021-08-18,413.36
2021-08-19,404.96
2021-08-20,400.78
2021-08-23,404.58
2021-08-24,412.48
2021-08-25,413.95
2021-08-26,410.38
2021-08-27,410.24
2021-08-30,411.5
2021-08-31,419.79
2021-09-01,419.92
2021-09-02,415.89
2021-09-03,419.22
2021-09-06,420.37
2021-09-07,417.8
2021-09-08,414.54
2021-09-09,407.28
2021-09-10,408.7
2021-09-13,409.7
2021-09-14,412.36
2021-09-15,412.85
2021-09-16,409.22
2021-09-17,410.99
2021-09-23,410.46
2021-09-24,409.84
2021-09-27,410.97
2021-09-28,406.2
2021-09-29,400.09
2021-09-30,401.3
2021-10-01,394.79
2021-10-05,388.01
2021-10-06,381.93
2021-10-07,388.14
2021-10-08,387.42
2021-10-12,380.69
2021-10-13,384.1
2021-10-14,389.59
2021-10-15,393.19
2021-10-18,392.02
2021-10-19,395.41
2021-10-20,393.74
2021-10-21,393.18
2021-10-22,393.34
2021-10-25,395.01
2021-10-26,399.07
2021-10-27,395.48
2021-10-28,393.89
2021-10-29,388.47
2021-11-01,389.81
2021-11-02,394.82
2021-11-03,389.48
2021-11-04,391.54
2021-11-05,389.86
2021-11-08,389.59
2021-11-09,390.36
2021-11-10,386.24
2021-11-11,385.97
2021-11-12,390.38
2021-11-15,394.36
2021-11-16,394.07
2021-11-17,389.44
2021-11-18,387.44
2021-11-19,390.53
2021-11-22,399.07
2021-11-23,396.44
2021-11-24,395.4
2021-11-25,391.93
2021-11-26,385.07
2021-11-29,381.63
2021-11-30,373.24
2021-12-01,383.13
2021-12-02,389.64
2021-12-03,391.96
2021-12-06,392.85
2021-12-07,396.31
2021-12-08,397.27
2021-12-09,401.13
2021-12-10,397.97
2021-12-13,397.27
2021-12-14,395.41
2021-12-15,395.66
2021-12-16,397.68
2021-12-17,398.96
2021-12-20,391.37
2021-12-21,393.95
2021-12-22,396.07
2021-12-23,398.15
2021-12-24,400.53
2021-12-27,398.61
2021-12-28,401.21
2021-12-29,396.72
2021-12-30,394.19
2022-01-03,395.51
2022-01-04,395.4
2022-01-05,390.39
2022-01-06,386.22
2022-01-07,390.85
2022-01-10,387.52
2022-01-11,388.97
2022-01-12,394.66
2022-01-13,393.0
2022-01-14,387.45
2022-01-17,383.81
2022-01-18,381.01
2022-01-19,378.21
2022-01-20,380.39
2022-01-21,376.08
2022-01-24,371.3
2022-01-25,362.39
2022-01-26,360.83
2022-01-27,348.58
2022-01-28,357.98
2022-02-03,361.6
2022-02-04,366.34
2022-02-07,362.92
2022-02-08,363.48
2022-02-09,368.65
2022-02-10,371.57
2022-02-11,368.61
2022-02-14,362.98
2022-02-15,360.43
2022-02-16,367.3
2022-02-17,369.55
2022-02-18,368.55
2022-02-21,368.29
2022-02-22,363.51
2022-02-23,364.44
2022-02-24,355.04
2022-02-25,358.44
2022-02-28,361.54
2022-03-02,360.59
2022-03-03,367.06
2022-03-04,361.69
2022-03-07,353.03
2022-03-08,349.38
2022-03-10,358.01
2022-03-11,355.31
2022-03-14,354.61
2022-03-15,351.03
2022-03-16,356.09
2022-03-17,361.46
2022-03-18,362.33
2022-03-21,358.77
2022-03-22,361.66
2022-03-23,364.84
2022-03-24,363.38
2022-03-25,362.06
2022-03-28,362.06
2022-03-29,363.77
2022-03-30,364.5
2022-03-31,365.61
